id,name,tel,employee_count,homepage_link,address,sales_amount,corporate_number
164,信越瀝青工業株式会社,0269-82-3533,20,,長野県下高井郡木島平村大字往郷1416番地4,98000000,1100001027535
165,株式会社勝路設備,011-768-2188,10,,北海道札幌市北区新琴似町998-49,98000000,5430001025626
166,五洋興業株式会社,011-753-8111,10,,北海道札幌市東区北21条東3-1-38 五洋ビル,98000000,6430001006393
167,株式会社東光自動車整備工場,0164-42-1187,10,,北海道留萌市元川町2-98,98000000,7450001008949
168,有限会社吉岡建設,0166-22-8545,10,,北海道旭川市永山7条1-4-19,98000000,2450002005990
169,函館オーシャンタクシー株式会社,0138-40-3300,31,,北海道函館市海岸町23-2,98000000,1440001004401
170,株式会社北斗仮設,0138-73-1681,14,,北海道北斗市谷好4-2-18,98000000,8440001005491
171,有限会社ナカガミ,0123-26-8264,10,,北海道千歳市稲穂1-4-5,98000000,3430002048727
172,株式会社米谷建設,0220-52-3546,10,,宮城県登米市登米町寺池前舟橋75,98000000,9370402000214
173,有限会社山本建設,047-368-1127,11,,千葉県松戸市松戸新田21-14,98000000,2040002049377
174,有限会社サン空調メンテナンス,054-245-7007,10,,静岡県静岡市葵区竜南3-1-30,98000000,7080002002204
175,有限会社ベイライン,054-621-1123,16,,静岡県焼津市浜当目1-6-23,98000000,3080002016208
176,有限会社アリカワ,053-442-2311,20,,静岡県浜松市南区寺脇町725,98000000,2080402000547
177,太田電気工事株式会社,053-525-0705,10,,静岡県浜松市北区三ヶ日町宇志1340-24,98000000,9080401010689
178,昭和電子株式会社,052-523-2010,10,,愛知県名古屋市西区枇杷島5-25-14,97000000,5180001030767
179,株式会社三愛,0531-22-2124,15,,愛知県田原市加治町大新子19-6,97000000,5180301007705
180,株式会社明照,0564-84-5257,15,,愛知県岡崎市根石町32,97000000,9180301028441
181,株式会社神戸製作所,0266-46-2253,11,,長野県塩尻市大字北小野11406番地1,97000000,2100001015588
182,池本建設有限会社,0265-23-8989,12,,長野県飯田市鼎上山2678,97000000,6100002035788
183,ダイセイ電気計装株式会社,0143-43-2751,15,,北海道室蘭市八丁平5-33-1,97000000,7430001057502
184,安倍重機有限会社,022-365-2267,10,,宮城県多賀城市栄2-6-68,97000000,1370602000112
185,片倉設備株式会社,0229-72-3457,10,,宮城県大崎市岩出山字上川原町136番地1,97000000,9370201002072
186,有限会社建連,022-279-8682,10,,宮城県仙台市青葉区中山2-1-13 ホッデヌセ中山205,97000000,6370002000708
187,福葉電気工事株式会社,047-326-6141,12,,千葉県市川市市川3-23-29,97000000,9040001027427
188,青木左官工業有限会社,0470-46-2150,10,,千葉県南房総市沓見1667,97000000,5040002100533
189,長内運送有限会社,047-465-6532,10,,千葉県船橋市松が丘2-2-14,97000000,2040002024149
190,房南土木株式会社,043-263-6381,10,,千葉県千葉市中央区村田町760-12,97000000,9040001006876
191,株式会社鈴木木工,0547-38-1328,14,,静岡県島田市阪本631-1,97000000,3080001013131
192,株式会社キヤマ,054-236-0223,10,,静岡県静岡市駿河区下島469-1,97000000,4080001001242
193,有限会社山田機工,0548-22-2028,11,,静岡県牧之原市細江5811-2,97000000,8080002015304
194,佐野建設株式会社,0545-85-2709,40,,静岡県富士市北松野755-3,97000000,6080101010983
195,株式会社日本防錆,0144-84-7457,10,,北海道苫小牧市新明町3-2-1,97000000,5430002060473
196,株式会社長野エレベーター,0263-28-3355,10,,長野県松本市石芝3-14-2,96086000,1100001014657
197,有限会社新井工業,0561-52-1666,10,,愛知県尾張旭市東本地ケ原町4-38,96000000,2180002082307
198,株式会社矢野組,0562-55-6552,10,,愛知県知多市梅が丘2-190,96000000,8180001094834
199,山本造園株式会社,0566-99-0219,10,,愛知県安城市桜井町城向125,96000000,7180301013429
200,株式会社創世,052-883-6112,10,,愛知県名古屋市瑞穂区春敲町2-3-16 おきなわビル2階,96000000,7180001061075
201,有限会社川田興業,0564-62-3220,18,,愛知県額田郡幸田町大字横落字郷前10番地14,96000000,6180302003396
202,有限会社フジミ運輸,0532-41-7807,20,,愛知県豊橋市豊栄町字東514番地の2,96000000,2180302009488
203,有限会社流通長野,0263-29-4878,10,,長野県松本市野溝東1-13-12,96000000,3100002033464
204,株式会社笹田工務店,011-742-0840,18,,北海道札幌市東区北18条東13-2-1,96000000,7430001006673
205,東和電機株式会社,0164-43-1411,10,,北海道留萌市開運町1-127,96000000,5450001008950
206,株式会社小野建設,022-359-2845,10,,宮城県黒川郡大郷町川内字長福寺山59番地の11,96000000,7370001017479
207,株式会社塚本ゴム,0479-33-2515,11,,千葉県銚子市塚本町55,96000000,7040001062327
208,有限会社小川解体,0479-67-4753,10,,千葉県匝瑳市今泉7040,96000000,9040002083436
209,有限会社晃通信,043-463-2821,10,,千葉県佐倉市青菅166,96000000,5040002064126
210,株式会社山伍,0545-64-9370,10,,静岡県富士市柳島151-1,96000000,9080101017720
211,港建設株式会社,0548-63-2654,10,,静岡県御前崎市白羽7262-5,96000000,1080401015175
212,有限会社アカネ造園土木,0538-89-7775,10,,静岡県周智郡森町一宮2731-4,96000000,3080402022045
213,株式会社清水工業,052-551-7136,10,,愛知県名古屋市西区枇杷島2-9-20,95000000,7180001025724
214,株式会社アスト,0568-84-5726,18,,愛知県春日井市東野町5-19-5,95000000,5180001073634
215,平成施設株式会社,052-441-6953,11,,愛知県あま市下萱津江西13-2,95000000,4180001097989
216,株式会社ムラデン,052-692-2583,10,,愛知県名古屋市南区豊3-23-5,95000000,4180001015645
217,株式会社米満重設,052-509-4540,10,,愛知県名古屋市西区長先町292-1,95000000,9180001057204
218,石川化成有限会社,0563-59-1103,25,,愛知県西尾市田貫町西荒古50番地1,95000000,8180302026214
219,有限会社原産業,0265-79-3055,15,,長野県上伊那郡箕輪町大字中箕輪10135番地の2,95000000,2100002034934
220,北央設備技研株式会社,011-661-0173,13,,北海道札幌市西区西野七条9丁目8番16号,95000000,8430001014642
221,株式会社共立薬品,011-787-0050,15,,北海道札幌市東区北24条東22-2-11,95000000,8430001004800
222,株式会社村田製作所,011-872-2310,10,,北海道札幌市白石区米里4条3-1-33,95000000,9430001016794
223,株式会社高田義肢製作所,011-743-1080,10,,北海道札幌市東区北十条東14丁目1番3号,95000000,4430001024587
224,株式会社常北建設,0126-25-5545,11,,北海道岩見沢市東町二条3丁目93番地,95000000,8430001048054
225,株式会社天日電気,0166-23-0533,10,,北海道旭川市東八条6丁目5番16号,95000000,6450001001970
226,有限会社杣組,0138-22-9545,10,,北海道函館市弁天町20-3,95000000,7440002002431
227,広進建設株式会社,022-275-5351,10,,宮城県仙台市宮城野区二の森1-22,95000000,1370001005035
228,有限会社東北三立運輸,022-384-0229,10,,宮城県名取市本郷字三合田207番地1,95000000,9370802000466
229,株式会社今野車体,022-385-8870,13,,宮城県名取市大曲字布田169番地の1,95000000,9370801001374
230,有限会社小田塗装,022-246-1664,10,,宮城県仙台市太白区緑ケ丘4-25-24,95000000,9370002019191
231,株式会社カスタム工業,0229-43-6120,13,,宮城県遠田郡涌谷町字花勝山追舘4-1,95000000,2370201003399
232,有限会社川島車輌,043-239-1101,11,,千葉県千葉市若葉区都賀1-15-12,95000000,8040002003089
233,有限会社丸十,0438-30-1551,10,,千葉県木更津市港南台1-15-8,95000000,9040002067752
234,和光電装株式会社,0479-77-1235,11,,千葉県山武郡芝山町大台3233,95000000,1040001061326
235,株式会社ケイエフケイ,0478-83-3237,15,,千葉県香取市野田670-7,95000000,5040001063938
236,新日本工業有限会社,0438-41-8177,15,,千葉県木更津市高柳4-8-22,95000000,1040002066828
237,有限会社宮内,047-360-9977,10,,千葉県松戸市二十世紀が丘萩町288,95000000,6040002049027
238,有限会社カワダトランスポート,0479-55-6151,10,,千葉県旭市松ケ谷1460-3,95000000,4040002084117
239,株式会社バリアス,043-497-3150,11,,千葉県佐倉市小篠塚1175-2,95000000,6010701022666
240,株式会社興亜商事,0545-61-0031,10,,静岡県富士市本市場58,95000000,6080101008474
241,有限会社平出紙器,054-253-7491,15,,静岡県静岡市葵区南田町2-2,95000000,2080002004873
242,五洋電産株式会社,054-626-7155,12,,静岡県焼津市五ケ堀之内473-2,95000000,4080001014822
243,有限会社天生精機,0577-65-2207,10,,岐阜県飛騨市河合町元田字横井235番地の10,95000000,4200002026721
244,株式会社浅野花園,058-263-6072,10,,岐阜県岐阜市菅原町2-16,95000000,7200001000146
245,有限会社ＣＡＭセンター,0138-86-7697,16,,北海道函館市富岡町2丁目29番12号,95000000,4440002007193
246,株式会社小池建設,052-661-5580,10,,愛知県名古屋市熱田区五番町7-4,94000000,9180001021795
247,有限会社辻産業,0586-64-0608,10,,愛知県一宮市開明字蒲原71番地,94000000,2180002078404
248,有限会社庭番造園土木,052-823-5558,13,,愛知県名古屋市南区呼続1-6-2,94000000,5180002014496
249,未来通建株式会社,0568-32-7571,12,,愛知県春日井市知多町3-158,94000000,4180001076877
250,有限会社中島建設工業,0263-25-6039,10,,長野県松本市神田1-15-34,94000000,2100002020959
251,有限会社吉田左官工業所,0142-23-3525,13,,北海道伊達市大町20,94000000,8430002063507
252,株式会社明北電機工業,0143-88-1821,11,,北海道登別市新栄町1-30,94000000,7430001057436
253,株式会社和田工業所,022-342-1810,10,,宮城県仙台市泉区泉ケ丘2-11-6,94000000,3370001010891
254,道路企画工業株式会社,022-218-2830,10,,宮城県仙台市宮城野区鶴ケ谷5丁目9番地の4,94000000,6370001005699
255,有限会社宮崎起業,0478-83-3566,11,,千葉県香取市虫幡1736-6,94000000,9040002088105
256,株式会社ナカニシ管工,0436-21-0273,10,,千葉県市原市五井6434,94000000,9040001054388
257,株式会社晃栄工務店,04-7196-5721,10,,千葉県野田市桐ケ作3-1,94000000,9040001072266
258,株式会社松下建設,053-989-0218,15,,静岡県浜松市天竜区春野町気田935-3,94000000,6080401010824
259,有限会社協成工務店,0577-33-4569,10,,岐阜県高山市石浦町8-505,94000000,1200002025148
260,北方ポンプ工業株式会社,058-324-1014,10,,岐阜県本巣郡北方町北方153-1,94000000,1200001009894
261,株式会社シンワ,058-235-7411,10,,岐阜県岐阜市石谷614-57,94000000,4200001002657
262,新みづほ工業株式会社,0568-61-0595,15,,愛知県犬山市大字犬山字南山20番地の1,93000000,5180001081026
263,名宝電設工業株式会社,052-823-5166,14,,愛知県名古屋市南区鳥山町1-50,93000000,6180001024413
264,長門電材工業有限会社,0268-68-3100,12,,長野県小県郡長和町大門28,93000000,5100002016343
265,株式会社菅原工業,011-874-0435,12,,北海道札幌市白石区北郷7条7-3-9,93000000,3430001032558
